#temps ecoule (secondes), axe X (g), axe Y (g), axe Z (g)
0.015076	0.058594	0.009766	0.961914
0.047068	0.058594	0.000000	0.971680
0.080052	0.058594	0.004883	0.957031
0.111953	0.058594	0.000000	0.961914
0.144943	0.063477	-0.004883	0.961914
0.176936	0.058594	0.009766	0.961914
0.208932	0.053711	0.004883	0.957031
0.241918	0.058594	0.004883	0.961914
0.274020	0.058594	0.004883	0.961914
0.307124	0.053711	0.000000	0.961914
0.339110	0.058594	0.009766	0.952148
0.371103	0.063477	-0.004883	0.976562
0.404009	0.053711	0.000000	0.957031
0.435952	0.058594	0.004883	0.966797
0.468950	0.058594	0.000000	0.966797
0.500954	0.058594	0.004883	0.966797
0.532949	0.053711	0.009766	0.957031
0.565951	0.063477	-0.004883	0.947266
0.598011	0.063477	0.000000	0.961914
0.629949	0.039062	-0.034180	0.961914
0.662949	0.068359	0.024414	0.971680
0.695104	0.083008	0.009766	0.981445
0.727988	0.053711	0.009766	0.957031
0.759946	0.068359	0.000000	0.971680
0.791948	0.063477	0.000000	0.971680
0.824946	0.068359	-0.004883	0.961914
0.856950	0.068359	0.000000	0.976562
0.889948	0.083008	0.019531	0.937500
0.921948	0.063477	0.019531	0.961914
0.953969	0.112305	-0.053711	0.937500
0.986947	0.039062	-0.058594	0.966797
1.018947	0.083008	0.000000	1.030273
1.051947	0.170898	0.087891	1.044922
1.083947	0.239258	0.063477	0.859375
1.115947	0.195312	-0.039062	1.020508
1.148950	0.209961	0.112305	1.010742
1.180947	0.097656	0.156250	1.137695
1.213948	0.161133	0.166016	0.937500
1.245956	0.170898	0.112305	0.961914
1.278109	0.122070	0.454102	0.839844
1.311107	0.097656	0.458984	0.791016
1.342951	0.009766	0.229492	0.947266
1.375948	-0.004883	0.229492	0.932617
1.407948	0.073242	0.161133	0.986328
1.439949	-0.234375	0.009766	0.810547
1.472950	-0.141602	0.190430	0.888672
1.504949	-0.209961	-0.112305	1.010742
1.536948	-0.170898	-0.058594	0.898438
1.570068	-0.073242	-0.283203	0.888672
1.601952	-0.087891	-0.312500	1.049805
1.634946	-0.058594	-0.224609	0.971680
1.666950	0.122070	-0.156250	0.805664
1.699065	0.151367	-0.185547	0.854492
1.731952	-0.004883	-0.175781	1.049805
1.763951	0.058594	-0.043945	0.878906
1.795952	0.058594	-0.205078	1.142578
1.828951	0.063477	0.141602	1.137695
1.860951	0.034180	-0.083008	1.103516
1.893936	-0.034180	0.449219	0.737305
1.925950	-0.156250	0.473633	0.771484
1.957963	0.004883	0.253906	0.834961
1.990949	-0.195312	0.053711	0.834961
2.022951	-0.244141	0.219727	0.898438
2.055953	-0.458984	-0.073242	0.839844
2.087952	-0.346680	-0.190430	0.883789
2.119947	-0.249023	-0.092773	0.791016
2.152964	-0.327148	-0.107422	0.795898
2.184949	-0.122070	-0.190430	1.108398
2.218054	0.004883	-0.019531	0.717773
2.249933	-0.014648	-0.195312	0.839844
2.282051	-0.083008	-0.141602	1.362305
2.315049	-0.009766	0.053711	1.196289
2.346969	-0.180664	0.244141	1.049805
2.380032	-0.053711	0.112305	0.957031
2.411955	-0.048828	0.209961	0.590820
2.443954	-0.112305	0.107422	0.566406
2.479079	-0.004883	-0.092773	0.458984
2.508961	-0.146484	-0.307617	1.430664
2.542054	-0.063477	-0.380859	1.904297
2.574069	0.019531	-0.234375	1.416016
2.606887	0.083008	0.034180	0.493164
2.639074	-0.073242	0.229492	0.112305
2.671097	-0.239258	0.078125	0.312500
2.704061	-0.180664	0.219727	0.727539
2.735952	-0.117188	-0.502930	1.835938
2.767950	-0.048828	-0.351562	1.918945
2.800949	0.009766	0.024414	0.961914
2.832949	-0.068359	0.102539	0.424805
2.865950	-0.273438	0.424805	0.244141
2.898061	-0.239258	0.556641	0.371094
2.930052	-0.112305	0.625000	0.869141
2.962960	-0.405273	0.434570	1.645508
2.994960	-0.175781	0.351562	1.362305
3.028055	0.048828	0.322266	0.922852
3.059971	-0.146484	0.468750	0.751953
3.091965	-0.239258	0.351562	0.849609
3.124950	-0.219727	0.439453	0.522461
3.156950	-0.195312	0.673828	-0.107422
3.190051	-0.239258	0.498047	0.605469
3.222094	-0.498047	0.312500	1.010742
3.255181	-0.102539	0.185547	0.947266
3.287098	-0.214844	-0.029297	1.132812
3.319083	-0.126953	0.156250	1.040039
3.352077	-0.156250	-0.024414	1.044922
3.384123	-0.131836	-0.190430	0.971680
3.416159	-0.092773	0.024414	0.468750
3.449076	-0.102539	0.195312	0.571289
3.481078	-0.249023	0.039062	1.020508
3.514087	-0.195312	0.209961	0.976562
3.546075	-0.136719	0.268555	0.854492
3.578176	-0.043945	-0.019531	1.064453
3.611098	-0.107422	-0.083008	1.103516
3.643084	-0.102539	-0.034180	1.118164
3.676081	-0.009766	-0.068359	1.079102
3.708076	0.034180	-0.073242	0.908203
3.740092	0.004883	-0.117188	0.903320
3.773074	-0.092773	-0.205078	1.079102
3.805076	-0.073242	-0.102539	0.996094
3.838074	-0.019531	0.000000	0.849609
3.870080	-0.024414	-0.043945	0.898438
3.902074	-0.078125	-0.058594	0.869141
3.935086	-0.058594	0.004883	0.991211
3.967119	-0.058594	0.034180	0.961914
4.000081	0.014648	0.043945	0.883789
4.032078	0.053711	0.102539	1.323242
4.064160	0.034180	0.034180	0.937500
4.097079	0.048828	-0.024414	0.966797
4.129074	0.048828	-0.029297	0.961914
4.161078	0.053711	-0.024414	0.966797
4.194079	0.063477	-0.014648	0.966797
4.226102	0.053711	-0.009766	0.966797
4.259088	0.068359	-0.004883	0.971680
4.291376	0.053711	0.000000	0.971680
4.324083	0.063477	0.000000	0.966797
4.358078	0.073242	0.087891	0.952148
4.388075	0.068359	0.009766	0.937500
4.421078	0.063477	0.004883	0.957031
4.453073	0.063477	0.000000	0.966797
4.485224	0.063477	-0.004883	0.957031
4.518173	0.068359	-0.004883	0.966797
4.550084	0.063477	0.000000	0.961914
4.583094	0.063477	-0.004883	0.966797
4.615086	0.068359	0.000000	0.961914
4.647211	0.068359	0.000000	0.966797
4.680312	0.058594	0.000000	0.966797
4.712204	0.063477	-0.004883	0.966797
4.745209	0.063477	-0.004883	0.957031
4.777223	0.063477	0.000000	0.971680
4.809180	0.068359	0.000000	0.957031
4.842267	0.063477	0.000000	0.961914
4.874231	0.063477	0.000000	0.966797
4.909247	0.063477	-0.004883	0.957031
4.939209	0.063477	-0.004883	0.966797
